Open,High,Low,Close,Adj Close,Volume
74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,72.87610626220703,135480400
74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.16761779785156,146322800
73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.74264526367188,118387200
74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.40052795410156,108872000
74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.56520080566406,132079200
76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.12779235839844,170108400
77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.29764556884766,140644800
77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,76.90630340576172,121532000
79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,75.86782836914062,161954400
77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.5427017211914,121923600
78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.4889907836914,108829200
79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.33577728271484,137816400
79.29750061035156,79.75499725341797,79.0,79.14250183105469,76.81169128417969,110843200
79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.08587646484375,101832400
79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.45709991455078,104472000
80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.2338638305664,146537600
77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,74.96278381347656,161940000
78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.08344268798828,162234000
81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.69696044921875,216229200
80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.58293914794922,126743200
80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.09867858886719,199588400
76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,74.89241790771484,173788400
78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.36489868164062,136616400
80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,77.99575805664062,118826800
80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,78.9080581665039,105425600
80.59249877929688,80.8499984741211,79.5,80.00749969482422,77.83549499511719,117684000
78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.20516967773438,109348800
80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.73333740234375,94323200
80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.57933044433594,113730400
81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.01263427734375,94747600
81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.03211212158203,80113600
78.83999633789062,79.9375,78.65249633789062,79.75,77.58499145507812,152531200
80.0,81.14250183105469,80.0,80.90499877929688,78.7086181640625,93984000
80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,77.90117645263672,100566000
79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.13788604736328,129554000
74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.52127838134766,222195200
75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.0648193359375,230673600
71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.17633056640625,198054800
70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.52365112304688,320605600
64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.48472595214844,426510000
70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.67452239990234,341397200
75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.36642456054688,319475600
74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.63034057617188,219178400
73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.24200439453125,187572800
70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.2958755493164,226176800
65.9375,69.52249908447266,65.75,66.5425033569336,64.73605346679688,286744800
69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.39842224121094,285290000
